,date,truth,test_result,loss
0,2020-03-01,3452.0,2525.996784504503,-926.003215495497
1,2020-03-02,1735.5600043535233,2525.996784504503,790.4367801509798
2,2020-03-03,2667.9999958127737,2628.3675880283117,-39.632407784461975
3,2020-03-04,2104.000010639429,2568.274865783751,464.2748551443219
4,2020-03-05,2175.9999931156635,2599.821250349283,423.8212572336197
5,2020-03-06,2914.000003963709,2577.6516848392785,-336.3483191244304
6,2020-03-07,2362.0000022649765,2601.2038204967976,239.20381823182106
7,2020-03-08,2498.000000908971,2625.5266896262765,127.52668871730566
8,2020-03-09,2821.9999900758266,2605.4366695284843,-216.5633205473423
9,2020-03-10,2400.0000020861626,2634.3544851839542,234.35448309779167
10,2020-03-11,2583.9999992512167,2623.816843368113,39.81684411689639
11,2020-03-12,2445.9800032302737,2608.5683424696326,162.5883392393589
12,2020-03-13,2416.0000027269125,2608.9564998820424,192.9564971551299
13,2020-03-14,2324.0000024437904,2605.097353205085,281.09735076129436
14,2020-03-15,1837.9199886918068,2599.6127165853977,761.6927278935909
15,2020-03-16,2001.999981045723,2572.287144239992,570.2871631942689
16,2020-03-17,2163.999996036291,2574.22626812011,410.2262720838189
17,2020-03-18,2644.000001654029,2570.701788339764,-73.29821331426501
18,2020-03-19,2084.0000064373016,2601.278537839651,517.2785314023495
19,2020-03-20,2149.99999037385,2597.9504121616483,447.9504217877984
20,2020-03-21,2705.9999956339598,2574.5562209673226,-131.44377466663718
21,2020-03-22,2486.0000004284084,2601.3339364230633,115.3339359946549
22,2020-03-23,2098.000012099743,2624.5776827782393,526.5776706784964
23,2020-03-24,1979.999995470047,2591.478580132127,611.4785846620798
24,2020-03-25,2391.9999949634075,2567.22711898759,175.22712402418256
25,2020-03-26,2135.480010777712,2582.4701779820025,446.99016720429063
26,2020-03-27,2503.999999448657,2589.202690821141,85.20269137248397
27,2020-03-28,2524.0000002495944,2594.6896742619574,70.68967401236296
28,2020-03-29,1984.4699754714966,2609.685368105769,625.2153926342726
29,2020-03-30,2315.9999953210354,2589.098077017814,273.09808169677854
30,2020-03-31,2468.0000014081597,2578.092081129551,110.0920797213912
31,2020-04-01,2570.0000003911555,2602.5453586876392,32.545358296483755
32,2020-04-02,2777.9999917149544,2610.1187885552645,-167.8812031596899
33,2020-04-03,2198.00000590086,2639.168726839125,441.1687209382653
34,2020-04-04,2008.0000067949295,2604.5622099637985,596.562203168869
35,2020-04-05,2334.000004544854,2572.873975366354,238.87397082149982
36,2020-04-06,1972.0000155568123,2581.132496740669,609.1324811838567
37,2020-04-07,2140.0000018775463,2579.814698856324,439.81469697877765
38,2020-04-08,2012.0000239610672,2568.3244517333806,556.3244277723134
39,2020-04-09,2280.000004082918,2570.197412263602,290.19740818068385
40,2020-04-10,3270.3699758648872,2577.943867471069,-692.4261083938181
41,2020-04-11,3229.91997641325,2608.4383421838284,-621.4816342294216
42,2020-04-12,1984.0000126361847,2743.811365455389,759.8113528192043
43,2020-04-13,2294.0000097453594,2616.4709191024303,322.4709093570709
44,2020-04-14,2425.999998025596,2576.681862708181,150.681864682585
45,2020-04-15,2175.9999931156635,2599.312670402229,423.3126772865653
46,2020-04-16,2053.9999865293503,2592.2445621415973,538.244575612247
47,2020-04-17,2001.999981045723,2574.238114465028,572.2381334193051
48,2020-04-18,2268.0000070035458,2566.4244925566018,298.424485553056
49,2020-04-19,2324.0000024437904,2576.439167391509,252.43916494771838
50,2020-04-20,2263.999989837408,2592.9082227498293,328.9082329124212
51,2020-04-21,2433.999998345971,2592.3316394090652,158.33164106309414
52,2020-04-22,2382.000006467104,2598.185203112662,216.18519664555788
53,2020-04-23,1885.999972999096,2603.2836958244443,717.2837228253484
54,2020-04-24,2230.0000071823597,2578.1916849799454,348.1916777975857
55,2020-04-25,2220.289990544319,2567.339569132775,347.0495785884559
56,2020-04-26,2780.000000298023,2586.7887710146606,-193.21122928336263
57,2020-04-27,3129.9999786019325,2603.9964356049895,-526.003542996943
58,2020-04-28,1963.999981224537,2680.5364149808884,716.5364337563515
59,2020-04-29,2237.9999870955944,2607.78859244287,369.78860534727573
60,2020-04-30,1716.0000053048134,2572.0395580120385,856.0395527072251
61,2020-05-01,1784.0000250339508,2574.27830632776,790.2782812938094
