,date,truth,test_result,loss
0,2020-03-01,3452.0,2278.4197839796543,-1173.5802160203457
1,2020-03-02,1735.5600043535233,2278.4197839796543,542.8597796261311
2,2020-03-03,2667.9999958127737,2182.4043251276016,-485.5956706851721
3,2020-03-04,2104.000010639429,2572.5397234149277,468.53971277549863
4,2020-03-05,2175.9999931156635,2274.243013769388,98.24302065372467
5,2020-03-06,2914.000003963709,2327.6515880972147,-586.3484158664942
6,2020-03-07,2362.0000022649765,2645.6572042927146,283.6572020277381
7,2020-03-08,2498.000000908971,2364.185919895768,-133.81408101320267
8,2020-03-09,2821.9999900758266,2436.317657671869,-385.68233240395784
9,2020-03-10,2400.0000020861626,2379.4725141227245,-20.527487963438034
10,2020-03-11,2583.9999992512167,2265.2661848664284,-318.7338143847883
11,2020-03-12,2445.9800032302737,2315.0446962714195,-130.9353069588542
12,2020-03-13,2416.0000027269125,2261.515570163727,-154.4844325631857
13,2020-03-14,2324.0000024437904,2248.836124151945,-75.16387829184532
14,2020-03-15,1837.9199886918068,2265.7855601906776,427.86557149887085
15,2020-03-16,2001.999981045723,2206.1047696769238,204.1047886312008
16,2020-03-17,2163.999996036291,2289.9878027141094,125.9878066778183
17,2020-03-18,2644.000001654029,2369.1982672661543,-274.8017343878746
18,2020-03-19,2084.0000064373016,2553.2812874801457,469.28128104284406
19,2020-03-20,2149.99999037385,2439.1407406404614,289.1407502666116
20,2020-03-21,2705.9999956339598,2386.242718949914,-319.7572766840458
21,2020-03-22,2486.0000004284084,2425.694639183581,-60.30536124482751
22,2020-03-23,2098.000012099743,2367.147553741932,269.147541642189
23,2020-03-24,1979.999995470047,2331.3396209031343,351.33962543308735
24,2020-03-25,2391.9999949634075,2273.173489153385,-118.82650581002235
25,2020-03-26,2135.480010777712,2325.0275835841894,189.54757280647755
26,2020-03-27,2503.999999448657,2349.4293943345547,-154.57060511410236
27,2020-03-28,2524.0000002495944,2463.933456964791,-60.06654328480363
28,2020-03-29,1984.4699754714966,2441.4765147045255,457.0065392330289
29,2020-03-30,2315.9999953210354,2278.5703342556953,-37.42966106534004
30,2020-03-31,2468.0000014081597,2352.129612714052,-115.87038869410753
31,2020-04-01,2570.0000003911555,2327.1101322472095,-242.88986814394593
32,2020-04-02,2777.9999917149544,2383.0118468999863,-394.9881448149681
33,2020-04-03,2198.00000590086,2470.2042446509004,272.20423875004053
34,2020-04-04,2008.0000067949295,2270.830586194992,262.83057940006256
35,2020-04-05,2334.000004544854,2215.8517096340656,-118.14829491078854
36,2020-04-06,1972.0000155568123,2297.9560291171074,325.9560135602951
37,2020-04-07,2140.0000018775463,2269.106046795845,129.10604491829872
38,2020-04-08,2012.0000239610672,2401.4229511618614,389.4229272007942
39,2020-04-09,2280.000004082918,2411.2947692126036,131.2947651296854
40,2020-04-10,3270.3699758648872,2408.8564016520977,-861.5135742127895
41,2020-04-11,3229.91997641325,2689.247910246253,-540.672066166997
42,2020-04-12,1984.0000126361847,2570.2958971224725,586.2958844862878
43,2020-04-13,2294.0000097453594,2230.11447763443,-63.88553211092949
44,2020-04-14,2425.999998025596,2301.070594072342,-124.92940395325422
45,2020-04-15,2175.9999931156635,2346.3471814990044,170.34718838334084
46,2020-04-16,2053.9999865293503,2297.1254312992096,243.1254447698593
47,2020-04-17,2001.999981045723,2372.051784083247,370.0518030375242
48,2020-04-18,2268.0000070035458,2325.774457708001,57.774450704455376
49,2020-04-19,2324.0000024437904,2366.48068921268,42.48068676888943
50,2020-04-20,2263.999989837408,2425.2411108985543,161.24112106114626
51,2020-04-21,2433.999998345971,2428.4104894325137,-5.589508913457394
52,2020-04-22,2382.000006467104,2416.7365100234747,34.736503556370735
53,2020-04-23,1885.999972999096,2327.724604845047,441.7246318459511
54,2020-04-24,2230.0000071823597,2274.4566629230976,44.456655740737915
55,2020-04-25,2220.289990544319,2333.7798387110233,113.48984816670418
56,2020-04-26,2780.000000298023,2344.0232843905687,-435.9767159074545
57,2020-04-27,3129.9999786019325,2530.9148661922663,-599.0851124096662
58,2020-04-28,1963.999981224537,2625.205073095858,661.2050918713212
59,2020-04-29,2237.9999870955944,2226.309879243374,-11.690107852220535
60,2020-04-30,1716.0000053048134,2297.2142703831196,581.2142650783062
61,2020-05-01,1784.0000250339508,2074.3682171702385,290.3681921362877
