,date,truth,test_result,loss
0,2020-03-01,3452.0,2403.2690082788467,-1048.7309917211533
1,2020-03-02,1735.5600043535233,2403.2690082788467,667.7090039253235
2,2020-03-03,2667.9999958127737,2331.8551460802555,-336.1448497325182
3,2020-03-04,2104.000010639429,2457.093187622726,353.09317698329687
4,2020-03-05,2175.9999931156635,2344.272441968322,168.27244885265827
5,2020-03-06,2914.000003963709,2292.735229611397,-621.2647743523121
6,2020-03-07,2362.0000022649765,2494.786083791405,132.78608152642846
7,2020-03-08,2498.000000908971,2320.2737538665533,-177.72624704241753
8,2020-03-09,2821.9999900758266,2438.1983933225274,-383.80159675329924
9,2020-03-10,2400.0000020861626,2436.939327187836,36.9393251016736
10,2020-03-11,2583.9999992512167,2256.096440464258,-327.90355878695846
11,2020-03-12,2445.9800032302737,2339.7323702424765,-106.24763298779726
12,2020-03-13,2416.0000027269125,2168.1361152231693,-247.86388750374317
13,2020-03-14,2324.0000024437904,2101.0872314870358,-222.91277095675468
14,2020-03-15,1837.9199886918068,2075.33758354187,237.41759485006332
15,2020-03-16,2001.999981045723,2167.008715957403,165.00873491168022
16,2020-03-17,2163.999996036291,2070.6008414030075,-93.39915463328362
17,2020-03-18,2644.000001654029,2263.5075519382954,-380.4924497157335
18,2020-03-19,2084.0000064373016,2427.9481724724174,343.9481660351157
19,2020-03-20,2149.99999037385,2196.2011573016644,46.201166927814484
20,2020-03-21,2705.9999956339598,2318.5191343426704,-387.48086129128933
21,2020-03-22,2486.0000004284084,2383.3582649081945,-102.64173552021384
22,2020-03-23,2098.000012099743,2295.4874725937843,197.48746049404144
23,2020-03-24,1979.999995470047,2126.906318128109,146.90632265806198
24,2020-03-25,2391.9999949634075,2101.5077818334103,-290.49221312999725
25,2020-03-26,2135.480010777712,2312.1328150331974,176.65280425548553
26,2020-03-27,2503.999999448657,2181.6998434364796,-322.30015601217747
27,2020-03-28,2524.0000002495944,2438.9675452411175,-85.03245500847697
28,2020-03-29,1984.4699754714966,2456.204225383699,471.73424991220236
29,2020-03-30,2315.9999953210354,2147.2545769810677,-168.74541833996773
30,2020-03-31,2468.0000014081597,2385.7837623655796,-82.21623904258013
31,2020-04-01,2570.0000003911555,2402.4291728287935,-167.57082756236196
32,2020-04-02,2777.9999917149544,2393.3710962980986,-384.6288954168558
33,2020-04-03,2198.00000590086,2357.984244391322,159.9842384904623
34,2020-04-04,2008.0000067949295,2128.177628546953,120.1776217520237
35,2020-04-05,2334.000004544854,2081.334833920002,-252.66517062485218
36,2020-04-06,1972.0000155568123,2173.240240305662,201.24022474884987
37,2020-04-07,2140.0000018775463,2080.093644440174,-59.90635743737221
38,2020-04-08,2012.0000239610672,2138.246538758278,126.2465147972107
39,2020-04-09,2280.000004082918,2108.976659119129,-171.023344963789
40,2020-04-10,3270.3699758648872,2495.446149341762,-774.9238265231252
41,2020-04-11,3229.91997641325,2536.8906406061724,-693.0293358070776
42,2020-04-12,1984.0000126361847,2419.7071910351515,435.7071783989668
43,2020-04-13,2294.0000097453594,2151.0201025009155,-142.9799072444439
44,2020-04-14,2425.999998025596,2087.935972392559,-338.0640256330371
45,2020-04-15,2175.9999931156635,2099.1139426529408,-76.88605046272278
46,2020-04-16,2053.9999865293503,2118.0564488470554,64.05646231770515
47,2020-04-17,2001.999981045723,2144.781095534563,142.7811144888401
48,2020-04-18,2268.0000070035458,2142.917433857918,-125.08257314562798
49,2020-04-19,2324.0000024437904,2088.454504221678,-235.54549822211266
50,2020-04-20,2263.999989837408,2115.431328743696,-148.56866109371185
51,2020-04-21,2433.999998345971,2136.9679361879826,-297.03206215798855
52,2020-04-22,2382.000006467104,2206.952128559351,-175.047877907753
53,2020-04-23,1885.999972999096,2194.405356168747,308.40538316965103
54,2020-04-24,2230.0000071823597,2143.9240228533745,-86.07598432898521
55,2020-04-25,2220.289990544319,2189.3319234251976,-30.95806711912155
56,2020-04-26,2780.000000298023,2308.301524102688,-471.6984761953354
57,2020-04-27,3129.9999786019325,2594.4979933947325,-535.5019852072
58,2020-04-28,1963.999981224537,2488.5184081941843,524.5184269696474
59,2020-04-29,2237.9999870955944,2110.9901364147663,-127.0098506808281
60,2020-04-30,1716.0000053048134,2082.2346527576447,366.23464745283127
61,2020-05-01,1784.0000250339508,2114.3022969067097,330.30227187275887
